state,year,prevalence
Indiana,1940,0.00016833
Indiana,1941,0.003842274
Indiana,1942,0.000953416
Indiana,1943,0.002565246
Indiana,1944,0.001432031
Indiana,1945,0.000316086
Indiana,1946,0.002943453
Indiana,1947,0.000615328
Indiana,1948,0.003736877
Indiana,1949,0.001024986
Indiana,1950,0.001708342
Indiana,1951,0.001043538
Indiana,1952,0.001824143
Indiana,1953,0.001638825
Indiana,1954,0.005220829
Indiana,1955,0.000876817
Indiana,1956,0.003753029
Indiana,1957,0.001835885
Indiana,1958,0.00401876
Indiana,1959,0.001000303
Indiana,1960,0.002236355
Indiana,1961,0.00124744
Indiana,1962,0.001599253
Indiana,1963,0.001210642
Indiana,1964,0.004541884
Indiana,1965,0.000477102
Indiana,1966,0.001161072
Indiana,1967,0.000134027
Indiana,1968,0.000154545
Indiana,1969,0.00010485
Indiana,1970,5.53E-05
Indiana,1971,0.000589396
Indiana,1972,0.00024088
Indiana,1973,0.000133958
Indiana,1974,4.82E-05
Indiana,1975,9.64E-05
Indiana,1976,0.000801031
Indiana,1977,0.000715779
Indiana,1978,4.01E-05
Indiana,1979,3.65E-05
Indiana,1980,2.00E-05
Indiana,1981,3.27E-06
Indiana,1982,5.46E-07
Indiana,1983,6.75E-05
Indiana,1984,3.64E-07
Indiana,1985,5.46E-07
Indiana,1986,6.92E-06
Indiana,1987,0
Indiana,1988,1.04E-05
Indiana,1989,2.03E-05
Indiana,1990,4.49E-05
Indiana,1991,8.97E-07
Indiana,1992,2.14E-06
Indiana,1993,1.77E-07
Indiana,1994,1.75E-07
Indiana,1995,0
Indiana,1996,0
Indiana,1997,0
Indiana,1998,3.36E-07
Indiana,1999,1.66E-07
Indiana,2000,0
Indiana,2001,3.26E-07
Indiana,2002,1.62E-07
Iowa,1928,0.000284879
Iowa,1929,0.000827215
Iowa,1930,0.003962461
Iowa,1931,0.000343779
Iowa,1932,6.37E-05
Iowa,1933,0.000331348
Iowa,1934,0.003486748
Iowa,1935,0.008737744
Iowa,1936,7.97E-05
Iowa,1937,0.000106934
Iowa,1938,0.002207869
Iowa,1939,0.002083482
Iowa,1940,0.002127041
Iowa,1941,0.001936839
Iowa,1942,0.002435823
Iowa,1943,0.002214723
Iowa,1944,0.001806105
Iowa,1945,0.000550577
Iowa,1946,0.001533987
Iowa,1947,0.001723553
Iowa,1948,0.003446307
Iowa,1949,0.000859518
Iowa,1950,0.004000652
Iowa,1951,0.001031204
Iowa,1952,0.001199951
Iowa,1953,0.004086553
Iowa,1954,0.004680413
Iowa,1955,0.002852323
Iowa,1956,0.003069389
Iowa,1957,0.003301288
Iowa,1958,0.004592695
Iowa,1959,0.004174806
Iowa,1960,0.000639701
Iowa,1961,0.001918087
Iowa,1962,0.003902999
Iowa,1963,0.002767697
Iowa,1964,0.008083646
Iowa,1965,0.003336723
Iowa,1966,0.001951036
Iowa,1967,0.000294949
Iowa,1968,6.52E-05
Iowa,1969,9.91E-05
Iowa,1970,0.00031653
Iowa,1971,0.000956281
Iowa,1972,0.000335197
Iowa,1973,0.000101996
Iowa,1974,4.62E-05
Iowa,1975,0.000242252
Iowa,1976,1.45E-05
Iowa,1977,0.001241001
Iowa,1978,2.98E-05
Iowa,1979,5.49E-06
Iowa,1980,6.86E-07
Iowa,1981,3.44E-07
Iowa,1982,0
Iowa,1983,0
Iowa,1984,0
Iowa,1985,0
Iowa,1986,5.00E-05
Iowa,1987,0
Iowa,1988,0
Iowa,1989,4.31E-06
Iowa,1990,9.36E-06
Iowa,1991,5.76E-06
Iowa,1992,0
Iowa,1993,0
Iowa,1994,2.49E-06
Iowa,1995,0
Iowa,1996,0
Iowa,1997,2.79E-06
Iowa,1998,3.47E-07
Iowa,1999,0
Iowa,2000,6.83E-07
Iowa,2001,0
Iowa,2002,0
Kansas,1928,0.001354101
Kansas,1929,0.005522787
Kansas,1930,0.006674645
Kansas,1931,0.000935062
Kansas,1932,0.003279152
Kansas,1933,0.003366724
Kansas,1934,0.005416458
Kansas,1935,0.014175522
Kansas,1936,0.000235813
Kansas,1937,0.000428463
Kansas,1938,0.00591983
Kansas,1939,0.00159895
Kansas,1940,0.004474667
Kansas,1941,0.007503658
Kansas,1942,0.005238708
Kansas,1943,0.005460163
Kansas,1944,0.005426609
Kansas,1945,0.000914334
Kansas,1946,0.006493233
Kansas,1947,0.000483585
Kansas,1948,0.000592343
Kansas,1949,0.009022759
Kansas,1950,0.000936861
Kansas,1951,0.005778832
Kansas,1952,0.003295366
Kansas,1953,0.007532755
Kansas,1954,0.000671505
Kansas,1955,0.001487116
Kansas,1956,0.002046927
Kansas,1957,6.17E-06
Kansas,1958,3.33E-05
Kansas,1959,0
Kansas,1960,0
Kansas,1961,0
Kansas,1962,0
Kansas,1963,0
Kansas,1964,0
Kansas,1965,0
Kansas,1966,0
Kansas,1967,4.34E-05
Kansas,1968,9.38E-06
Kansas,1969,4.02E-06
Kansas,1970,3.38E-05
Kansas,1971,0.000625183
Kansas,1972,1.72E-05
Kansas,1973,1.19E-05
Kansas,1974,8.23E-05
Kansas,1975,0.000934392
Kansas,1976,0.00032323
Kansas,1977,0.000615154
Kansas,1978,4.49E-05
Kansas,1979,3.19E-05
Kansas,1980,3.13E-05
Kansas,1981,4.21E-07
Kansas,1982,1.84E-05
Kansas,1983,0
Kansas,1984,0
Kansas,1985,4.14E-07
Kansas,1986,4.08E-05
Kansas,1987,0
Kansas,1988,4.08E-07
Kansas,1989,4.79E-05
Kansas,1990,9.49E-05
Kansas,1991,3.61E-06
Kansas,1992,7.96E-07
Kansas,1993,0
Kansas,1994,3.91E-07
Kansas,1995,3.88E-07
Kansas,1996,3.85E-07
Kansas,1997,0
Kansas,1998,0
Kansas,1999,0
Kansas,2000,7.44E-07
Kansas,2001,3.69E-07
Kansas,2002,0
Kentucky,1928,0.002161117
Kentucky,1929,0.000434167
Kentucky,1930,0.000704126
Kentucky,1931,0.001819388
Kentucky,1932,0.000733225
Kentucky,1933,0.000580222
Kentucky,1934,0.004238186
Kentucky,1935,0.0053561
Kentucky,1936,0.000798206
Kentucky,1937,0.002456252
Kentucky,1938,0.003925779
Kentucky,1939,0.00079859
Kentucky,1940,0.000983263
Kentucky,1941,0.006025484
Kentucky,1942,0.000818347
Kentucky,1943,0.003580184
Kentucky,1944,0.000785789
Kentucky,1945,0.000546282
Kentucky,1946,0.002553879
Kentucky,1947,0.000289108
Kentucky,1948,0.001230355
Kentucky,1949,0.002857399
Kentucky,1950,0.001621499
Kentucky,1951,0.002898212
Kentucky,1952,0.003580381
Kentucky,1953,0.001315308
Kentucky,1954,0.00999213
Kentucky,1955,0.000740297
Kentucky,1956,0.005897412
Kentucky,1957,0.005427444
Kentucky,1958,0.006077871
Kentucky,1959,0.002194758
Kentucky,1960,0.003533064
Kentucky,1961,0.003694422
Kentucky,1962,0.002037431
Kentucky,1963,0.002874622
Kentucky,1964,0.004894862
Kentucky,1965,0.001228778
Kentucky,1966,0.001559626
Kentucky,1967,0.000474576
Kentucky,1968,4.47E-05
Kentucky,1969,2.23E-05
Kentucky,1970,0.000332432
Kentucky,1971,0.001140558
Kentucky,1972,0.000146789
Kentucky,1973,0.000125867
Kentucky,1974,5.58E-05
Kentucky,1975,4.57E-05
Kentucky,1976,0.000223095
Kentucky,1977,0.000335509
Kentucky,1978,3.39E-05
Kentucky,1979,1.65E-05
Kentucky,1980,1.72E-05
Kentucky,1981,2.72E-07
Kentucky,1982,5.42E-07
Kentucky,1983,0
Kentucky,1984,2.71E-07
Kentucky,1985,5.42E-07
Kentucky,1986,8.15E-07
Kentucky,1987,0
Kentucky,1988,9.52E-06
Kentucky,1989,1.17E-05
Kentucky,1990,1.14E-05
Kentucky,1991,7.02E-06
Kentucky,1992,7.52E-05
Kentucky,1993,0
Kentucky,1994,0
Kentucky,1995,0
Kentucky,1996,0
Kentucky,1997,0
Kentucky,1998,0
Kentucky,1999,0
Kentucky,2000,0
Kentucky,2001,4.90E-07
Kentucky,2002,0
Louisiana,1928,0.002639842
Louisiana,1929,0.000895611
Louisiana,1930,0.000864106
Louisiana,1931,0.000114411
Louisiana,1932,0.000672009
Louisiana,1933,0.000425057
Louisiana,1934,0.002194665
Louisiana,1935,0.001164932
Louisiana,1936,0.000571414
Louisiana,1937,0.000204151
Louisiana,1938,0.000442505
Louisiana,1939,0.001567027
Louisiana,1940,0.000481835
Louisiana,1941,0.000364746
Louisiana,1942,0.001305592
Louisiana,1943,0.001119968
Louisiana,1944,0.001058139
Louisiana,1945,0.000401655
Louisiana,1946,0.001278714
Louisiana,1947,0.000503905
Louisiana,1948,0.000575994
Louisiana,1949,0.000515117
Louisiana,1950,0.000286937
Louisiana,1951,0.000797521
Louisiana,1952,0.000244299
Louisiana,1953,0.001570819
Louisiana,1954,0.001042368
Louisiana,1955,5.63E-05
Louisiana,1956,0.000697428
Louisiana,1957,0.000349566
Louisiana,1958,9.05E-05
Louisiana,1959,2.12E-05
Louisiana,1960,7.49E-05
Louisiana,1961,1.24E-05
Louisiana,1962,6.88E-05
Louisiana,1963,4.23E-05
Louisiana,1964,3.42E-05
Louisiana,1965,3.88E-05
Louisiana,1966,3.07E-05
Louisiana,1967,4.52E-05
Louisiana,1968,7.88E-06
Louisiana,1969,3.45E-05
Louisiana,1970,8.49E-05
Louisiana,1971,0.000429609
Louisiana,1972,3.28E-05
Louisiana,1973,2.36E-05
Louisiana,1974,3.61E-06
Louisiana,1975,7.61E-07
Louisiana,1976,7.83E-05
Louisiana,1977,2.24E-05
Louisiana,1978,0.00021297
Louisiana,1979,6.24E-05
Louisiana,1980,4.52E-06
Louisiana,1981,9.45E-07
Louisiana,1982,3.53E-06
Louisiana,1983,9.41E-07
Louisiana,1984,1.88E-06
Louisiana,1985,9.90E-06
Louisiana,1986,9.44E-07
Louisiana,1987,0
Louisiana,1988,0
Louisiana,1989,2.80E-05
Louisiana,1990,0
Louisiana,1991,0
Louisiana,1992,0
Louisiana,1993,2.34E-07
Louisiana,1994,2.33E-07
Louisiana,1995,4.16E-06
Louisiana,1996,0
Louisiana,1997,0
Louisiana,1998,2.26E-07
Louisiana,1999,0
Louisiana,2000,0
Louisiana,2001,0
Louisiana,2002,0
Maine,1928,0.00405525
Maine,1929,0.007222373
Maine,1930,0.001995177
Maine,1931,0.004373422
Maine,1932,0.01098837
Maine,1933,0.00013578
Maine,1934,0.000794046
Maine,1935,0.008748216
Maine,1936,0.009083249
Maine,1937,0.001362445
Maine,1938,0.0051458
Maine,1939,0.002731373
Maine,1940,0.008399176
Maine,1941,0.005568974
Maine,1942,0.005278399
Maine,1943,0.00277618
Maine,1944,0.005611616
Maine,1945,0.000559638
Maine,1946,0.005429433
Maine,1947,0.004828743
Maine,1948,0.003269895
Maine,1949,0.011043015
Maine,1950,0.001064815
Maine,1951,0.001920001
Maine,1952,0.009746482
Maine,1953,0.001773932
Maine,1954,0.006172918
Maine,1955,0.007004396
Maine,1956,0.001135202
Maine,1957,0.004712556
Maine,1958,0.004535875
Maine,1959,0.002677806
Maine,1960,0.004154695
Maine,1961,0.002859535
Maine,1962,0.007340289
Maine,1963,0.000495343
Maine,1964,0.003813254
Maine,1965,0.003026043
Maine,1966,0.000304348
Maine,1967,0.000252568
Maine,1968,3.57E-05
Maine,1969,8.12E-06
Maine,1970,0.000424375
Maine,1971,0.001243596
Maine,1972,0.000216742
Maine,1973,5.58E-05
Maine,1974,3.57E-05
Maine,1975,1.53E-05
Maine,1976,9.40E-06
Maine,1977,0.000164022
Maine,1978,0.001207778
Maine,1979,1.89E-05
Maine,1980,4.27E-05
Maine,1981,4.39E-06
Maine,1982,0
Maine,1983,0
Maine,1984,0
Maine,1985,0
Maine,1986,1.25E-05
Maine,1987,2.49E-06
Maine,1988,6.59E-06
Maine,1989,0
Maine,1990,3.26E-06
Maine,1991,5.67E-06
Maine,1992,2.42E-06
Maine,1993,1.61E-06
Maine,1994,2.40E-06
Maine,1995,0
Maine,1996,0
Maine,1997,3.17E-06
Maine,1998,0
Maine,1999,0
Maine,2000,0
Maine,2001,0
Maine,2002,0
Maryland,1928,0.010972031
Maryland,1929,0.001264649
Maryland,1930,0.000741024
Maryland,1931,0.012728406
Maryland,1932,0.000657973
Maryland,1933,0.000415966
Maryland,1934,0.015940648
Maryland,1935,0.001349032
Maryland,1936,0.004103044
Maryland,1937,0.007024181
Maryland,1938,0.001593121
Maryland,1939,0.008537886
Maryland,1940,0.002363769
Maryland,1941,0.003961719
Maryland,1942,0.005644047
Maryland,1943,0.002121244
Maryland,1944,0.006545593
Maryland,1945,0.000899471
Maryland,1946,0.00516692
Maryland,1947,0.000532146
Maryland,1948,0.004467899
Maryland,1949,0.007571163
Maryland,1950,0.000620572
Maryland,1951,0.002724737
Maryland,1952,0.003511107
Maryland,1953,0.000799921
Maryland,1954,0.004441252
Maryland,1955,0.000849102
Maryland,1956,0.003150125
Maryland,1957,0.000802713
Maryland,1958,0.002144144
Maryland,1959,0.000773758
Maryland,1960,0.001048477
Maryland,1961,0.001297364
Maryland,1962,0.00096197
Maryland,1963,0.00060366
Maryland,1964,0.000903196
Maryland,1965,0.000360389
Maryland,1966,0.000586769
Maryland,1967,4.90E-05
Maryland,1968,2.74E-05
Maryland,1969,2.56E-05
Maryland,1970,0.000354885
Maryland,1971,0.000139967
Maryland,1972,3.24E-06
Maryland,1973,3.46E-06
Maryland,1974,5.89E-06
Maryland,1975,1.56E-05
Maryland,1976,0.000201308
Maryland,1977,8.58E-05
Maryland,1978,1.23E-05
Maryland,1979,4.06E-06
Maryland,1980,2.02E-05
Maryland,1981,1.18E-06
Maryland,1982,1.16E-06
Maryland,1983,1.84E-06
Maryland,1984,2.95E-06
Maryland,1985,2.58E-05
Maryland,1986,7.73E-06
Maryland,1987,2.40E-06
Maryland,1988,3.22E-06
Maryland,1989,2.54E-05
Maryland,1990,4.31E-05
Maryland,1991,3.70E-05
Maryland,1992,2.25E-06
Maryland,1993,2.02E-07
Maryland,1994,9.99E-07
Maryland,1995,0
Maryland,1996,7.83E-07
Maryland,1997,5.04E-06
Maryland,1998,0
Maryland,1999,0
Maryland,2000,0
Maryland,2001,5.61E-07
Maryland,2002,0
Massachusetts,1928,0.00985154
Massachusetts,1929,0.003515295
Massachusetts,1930,0.006303396
Massachusetts,1931,0.003852284
Massachusetts,1932,0.004614074
Massachusetts,1933,0.003519245
Massachusetts,1934,0.010444775
Massachusetts,1935,0.002905636
Massachusetts,1936,0.006235283
Massachusetts,1937,0.004859866
Massachusetts,1938,0.002338944
Massachusetts,1939,0.005518618
Massachusetts,1940,0.00499013
Massachusetts,1941,0.004797795
Massachusetts,1942,0.005658881
Massachusetts,1943,0.007288095
Massachusetts,1944,0.004101897
Massachusetts,1945,0.001754828
Massachusetts,1946,0.00795531
Massachusetts,1947,0.002541151
Massachusetts,1948,0.006858944
Massachusetts,1949,0.005683423
Massachusetts,1950,0.002644699
Massachusetts,1951,0.003062349
Massachusetts,1952,0.009150968
Massachusetts,1953,0.000680647
Massachusetts,1954,0.004796339
Massachusetts,1955,0.00952762
Massachusetts,1956,0.000711448
Massachusetts,1957,0.002190652
Massachusetts,1958,0.007101151
Massachusetts,1959,0.001237562
Massachusetts,1960,0.004215339
Massachusetts,1961,0.004174914
Massachusetts,1962,0.005109781
Massachusetts,1963,0.000843627
Massachusetts,1964,0.001374147
Massachusetts,1965,0.003578086
Massachusetts,1966,0.000150824
Massachusetts,1967,7.48E-05
Massachusetts,1968,9.83E-05
Massachusetts,1969,6.56E-05
Massachusetts,1970,0.000159074
Massachusetts,1971,8.16E-05
Massachusetts,1972,0.000221692
Massachusetts,1973,0.000695994
Massachusetts,1974,7.13E-05
Massachusetts,1975,2.74E-05
Massachusetts,1976,7.50E-06
Massachusetts,1977,0.000122964
Massachusetts,1978,5.50E-05
Massachusetts,1979,4.71E-06
Massachusetts,1980,1.01E-05
Massachusetts,1981,1.06E-05
Massachusetts,1982,8.67E-07
Massachusetts,1983,1.38E-06
Massachusetts,1984,1.46E-05
Massachusetts,1985,1.39E-05
Massachusetts,1986,6.30E-06
Massachusetts,1987,1.10E-05
Massachusetts,1988,8.41E-07
Massachusetts,1989,1.81E-05
Massachusetts,1990,5.32E-06
Massachusetts,1991,7.10E-06
Massachusetts,1992,3.45E-06
Massachusetts,1993,2.94E-06
Massachusetts,1994,9.74E-07
Massachusetts,1995,6.46E-07
Massachusetts,1996,1.93E-06
Massachusetts,1997,8.62E-06
Massachusetts,1998,1.59E-07
Massachusetts,1999,3.16E-07
Massachusetts,2000,0
Massachusetts,2001,0
Massachusetts,2002,0
Michigan,1928,0.00548867
Michigan,1929,0.003796333
Michigan,1930,0.005826333
Michigan,1931,0.001303164
Michigan,1932,0.008474102
Michigan,1933,0.004404896
Michigan,1934,0.001258317
Michigan,1935,0.015245402
Michigan,1936,0.000456779
Michigan,1937,0.001118336
Michigan,1938,0.01473222
Michigan,1939,0.003250595
Michigan,1940,0.003031332
Michigan,1941,0.011515457
Michigan,1942,0.001731068
Michigan,1943,0.007537633
Michigan,1944,0.004567578
Michigan,1945,0.00116432
Michigan,1946,0.006336112
Michigan,1947,0.001511639
Michigan,1948,0.00572764
Michigan,1949,0.003173313
Michigan,1950,0.005784738
Michigan,1951,0.00221132
Michigan,1952,0.00406626
Michigan,1953,0.003233776
Michigan,1954,0.005769749
Michigan,1955,0.003166598
Michigan,1956,0.005556258
Michigan,1957,0.002400818
Michigan,1958,0.005388055
Michigan,1959,0.001491915
Michigan,1960,0.004522322
Michigan,1961,0.003467367
Michigan,1962,0.003131564
Michigan,1963,0.005076811
Michigan,1964,0.003490338
Michigan,1965,0.003342862
Michigan,1966,0.001757209
Michigan,1967,0.000133467
Michigan,1968,4.03E-05
Michigan,1969,4.42E-05
Michigan,1970,0.000204956
Michigan,1971,0.000291211
Michigan,1972,0.000259413
Michigan,1973,0.000469265
Michigan,1974,0.000251024
Michigan,1975,0.000351535
Michigan,1976,0.000655012
Michigan,1977,0.000134811
Michigan,1978,0.000824344
Michigan,1979,9.45E-05
Michigan,1980,3.02E-05
Michigan,1981,3.78E-06
Michigan,1982,6.05E-06
Michigan,1983,3.24E-07
Michigan,1984,3.24E-05
Michigan,1985,7.58E-06
Michigan,1986,1.16E-05
Michigan,1987,3.03E-06
Michigan,1988,3.35E-06
Michigan,1989,4.24E-05
Michigan,1990,4.06E-05
Michigan,1991,3.75E-06
Michigan,1992,1.49E-06
Michigan,1993,7.40E-07
Michigan,1994,1.57E-06
Michigan,1995,4.16E-07
Michigan,1996,2.07E-07
Michigan,1997,8.20E-07
Michigan,1998,9.16E-07
Michigan,1999,0
Michigan,2000,2.01E-07
Michigan,2001,0
Michigan,2002,0
Minnesota,1928,0.000811446
Minnesota,1929,0.00497436
Minnesota,1930,0.002200118
Minnesota,1931,0.001249564
Minnesota,1932,0.000965504
Minnesota,1933,0.007649427
Minnesota,1934,0.003185558
Minnesota,1935,0.010777387
Minnesota,1936,0.002863901
Minnesota,1937,0.000253107
Minnesota,1938,0.002566592
Minnesota,1939,0.006555366
Minnesota,1940,0.003001826
Minnesota,1941,0.000341891
Minnesota,1942,0.005344439
Minnesota,1943,0.003607162
Minnesota,1944,0.006806968
Minnesota,1945,0.00055576
Minnesota,1946,0.0004239
Minnesota,1947,0.003068061
Minnesota,1948,0.002801436
Minnesota,1949,0.001136695
Minnesota,1950,0.001257677
Minnesota,1951,0.00093226
Minnesota,1952,0.000964629
Minnesota,1953,0.00134539
Minnesota,1954,0.000923917
Minnesota,1955,0.00225012
Minnesota,1956,0.000409648
Minnesota,1957,0.002296042
Minnesota,1958,0.000377908
Minnesota,1959,0.000800244
Minnesota,1960,0.001266893
Minnesota,1961,0.00020637
Minnesota,1962,0.000475718
Minnesota,1963,0.000764029
Minnesota,1964,9.61E-05
Minnesota,1965,0.000261853
Minnesota,1966,0.000459055
Minnesota,1967,3.70E-05
Minnesota,1968,5.08E-06
Minnesota,1969,7.16E-06
Minnesota,1970,1.29E-05
Minnesota,1971,2.06E-05
Minnesota,1972,6.72E-06
Minnesota,1973,6.16E-06
Minnesota,1974,2.17E-05
Minnesota,1975,5.85E-05
Minnesota,1976,0.000108122
Minnesota,1977,0.000683065
Minnesota,1978,2.14E-05
Minnesota,1979,0.000300598
Minnesota,1980,0.000271346
Minnesota,1981,1.95E-06
Minnesota,1982,0
Minnesota,1983,0
Minnesota,1984,1.08E-05
Minnesota,1985,0
Minnesota,1986,8.51E-06
Minnesota,1987,6.57E-06
Minnesota,1988,4.89E-06
Minnesota,1989,1.62E-06
Minnesota,1990,9.23E-05
Minnesota,1991,6.11E-06
Minnesota,1992,2.24E-06
Minnesota,1993,0
Minnesota,1994,0
Minnesota,1995,0
Minnesota,1996,3.83E-06
Minnesota,1997,3.58E-06
Minnesota,1998,0
Minnesota,1999,0
Minnesota,2000,2.03E-07
Minnesota,2001,4.03E-07
Minnesota,2002,0
Mississippi,1928,0
Mississippi,1929,0
Mississippi,1930,0
Mississippi,1931,0
Mississippi,1932,0
Mississippi,1933,0
Mississippi,1934,0
Mississippi,1935,0
Mississippi,1936,0
Mississippi,1937,0
Mississippi,1938,0
Mississippi,1939,0
Mississippi,1940,0
Mississippi,1941,0
Mississippi,1942,0
Mississippi,1943,0
Mississippi,1944,0
Mississippi,1945,0
Mississippi,1946,0
Mississippi,1947,0.000144534
Mississippi,1948,0.000554157
Mississippi,1949,0.001020677
Mississippi,1950,0.000993614
Mississippi,1951,0.000906427
Mississippi,1952,0.000640213
Mississippi,1953,0.001115918
Mississippi,1954,0.001382842
Mississippi,1955,0.000687982
Mississippi,1956,0.001031418
Mississippi,1957,0.000588534
Mississippi,1958,0.000645857
Mississippi,1959,0.000651986
Mississippi,1960,0.000764413
Mississippi,1961,0.000698552
Mississippi,1962,0.001228511
Mississippi,1963,0.000309063
Mississippi,1964,0.002700353
Mississippi,1965,0.000529977
Mississippi,1966,0.000589242
Mississippi,1967,0.000311367
Mississippi,1968,0.000110236
Mississippi,1969,1.05E-05
Mississippi,1970,6.22E-05
Mississippi,1971,0.000688364
Mississippi,1972,9.35E-05
Mississippi,1973,2.83E-05
Mississippi,1974,6.43E-06
Mississippi,1975,1.52E-05
Mississippi,1976,7.49E-06
Mississippi,1977,2.13E-05
Mississippi,1978,0.000316559
Mississippi,1979,1.08E-05
Mississippi,1980,3.93E-05
Mississippi,1981,0
Mississippi,1982,1.57E-06
Mississippi,1983,7.84E-07
Mississippi,1984,0
Mississippi,1985,3.91E-07
Mississippi,1986,3.91E-06
Mississippi,1987,1.57E-06
Mississippi,1988,1.25E-05
Mississippi,1989,3.90E-07
Mississippi,1990,5.05E-06
Mississippi,1991,0
Mississippi,1992,3.83E-07
Mississippi,1993,0
Mississippi,1994,0
Mississippi,1995,0
Mississippi,1996,0
Mississippi,1997,1.45E-06
Mississippi,1998,0
Mississippi,1999,0
Mississippi,2000,0
Mississippi,2001,0
Mississippi,2002,0
Missouri,1928,0.001996072
Missouri,1929,0.001841817
Missouri,1930,0.001504946
Missouri,1931,0.003759856
Missouri,1932,0.000441008
Missouri,1933,0.001565441
Missouri,1934,0.005512957
Missouri,1935,0.003525841
Missouri,1936,0.000176815
Missouri,1937,0.001887945
Missouri,1938,0.00528499
Missouri,1939,0.00076931
Missouri,1940,0.000156685
Missouri,1941,0.001758203
Missouri,1942,0.001795957
Missouri,1943,0.001900969
Missouri,1944,0.001447333
Missouri,1945,0.000275978
Missouri,1946,0.00161677
Missouri,1947,0.000332184
Missouri,1948,0.00147825
Missouri,1949,0.002013089
Missouri,1950,0.000581846
Missouri,1951,0.001900831
Missouri,1952,0.000604371
Missouri,1953,0.002173873
Missouri,1954,0.000377399
Missouri,1955,0.000968561
Missouri,1956,0.00125023
Missouri,1957,0.001020027
Missouri,1958,0.000813838
Missouri,1959,0.000842365
Missouri,1960,0.00017385
Missouri,1961,0.00101872
Missouri,1962,0.000314217
Missouri,1963,0.000633861
Missouri,1964,0.000240079
Missouri,1965,0.000596025
Missouri,1966,0.000124965
Missouri,1967,7.42E-05
Missouri,1968,6.94E-06
Missouri,1969,1.59E-05
Missouri,1970,0.000166578
Missouri,1971,0.000433023
Missouri,1972,3.78E-05
Missouri,1973,1.18E-05
Missouri,1974,5.53E-05
Missouri,1975,5.46E-05
Missouri,1976,4.84E-05
Missouri,1977,0.000187071
Missouri,1978,3.57E-05
Missouri,1979,9.78E-05
Missouri,1980,1.02E-05
Missouri,1981,2.03E-07
Missouri,1982,4.04E-07
Missouri,1983,4.03E-07
Missouri,1984,1.21E-06
Missouri,1985,2.00E-07
Missouri,1986,6.18E-06
Missouri,1987,3.77E-05
Missouri,1988,4.15E-06
Missouri,1989,0.00010009
Missouri,1990,1.04E-05
Missouri,1991,0
Missouri,1992,1.93E-07
Missouri,1993,0
Missouri,1994,8.13E-06
Missouri,1995,0
Missouri,1996,3.71E-07
Missouri,1997,5.51E-07
Missouri,1998,0
Missouri,1999,1.80E-07
Missouri,2000,0
Missouri,2001,1.77E-07
Missouri,2002,1.76E-07
Montana,1928,0.001390146
Montana,1929,0.007927273
Montana,1930,0.001177442
Montana,1931,0.002868616
Montana,1932,0.010153714
Montana,1933,0.004226165
Montana,1934,0.003598263
Montana,1935,0.014437822
Montana,1936,0.000829046
Montana,1937,0.001127862
Montana,1938,0.011193436
Montana,1939,0.01969524
Montana,1940,0.004763556
Montana,1941,0.001558065
Montana,1942,0.005401882
Montana,1943,0.009605189
Montana,1944,0.005943132
Montana,1945,0.001465482
Montana,1946,0.003789351
Montana,1947,0.007765391
Montana,1948,0.00318999
Montana,1949,0.00657336
Montana,1950,0.003011722
Montana,1951,0.004151792
Montana,1952,0.0064026
Montana,1953,0.005061163
Montana,1954,0.007493683
Montana,1955,0.004511067
Montana,1956,0.010358164
Montana,1957,0.005399189
Montana,1958,0.0107266
Montana,1959,0.006256606
Montana,1960,0.003159609
Montana,1961,0.003343639
Montana,1962,0.012099265
Montana,1963,0.004964679
Montana,1964,0.005984451
Montana,1965,0.005741372
Montana,1966,0.002816362
Montana,1967,0.000500433
Montana,1968,9.90E-05
Montana,1969,0.000172484
Montana,1970,0.000164168
Montana,1971,0.001158641
Montana,1972,2.40E-05
Montana,1973,0.000498359
Montana,1974,0.000474797
Montana,1975,7.17E-05
Montana,1976,0.00067538
Montana,1977,0.001229319
Montana,1978,0.00014132
Montana,1979,7.95E-05
Montana,1980,2.54E-06
Montana,1981,0
Montana,1982,0
Montana,1983,0
Montana,1984,0
Montana,1985,0.000210103
Montana,1986,2.52E-06
Montana,1987,0.00017257
Montana,1988,9.69E-05
Montana,1989,1.63E-05
Montana,1990,0
Montana,1991,0
Montana,1992,0
Montana,1993,0
Montana,1994,0
Montana,1995,0
Montana,1996,0
Montana,1997,0
Montana,1998,0
Montana,1999,0
Montana,2000,0
Montana,2001,0
Montana,2002,0
Nebraska,1928,0.00078942
Nebraska,1929,0.00302728
Nebraska,1930,0.007464642
Nebraska,1931,0.000250531
Nebraska,1932,0.000318824
Nebraska,1933,0.001187354
Nebraska,1934,0.00335926
Nebraska,1935,0.006494571
Nebraska,1936,0.000871509
Nebraska,1937,0.000345409
Nebraska,1938,0.00208808
Nebraska,1939,0.002754
Nebraska,1940,0.001295756
Nebraska,1941,0.000336373
Nebraska,1942,0.004061286
Nebraska,1943,0.00381309
Nebraska,1944,0.001735459
Nebraska,1945,0.000663989
Nebraska,1946,0.003801011
Nebraska,1947,0.0003617
Nebraska,1948,0.00253407
Nebraska,1949,0.002052271
Nebraska,1950,0.00275592
Nebraska,1951,0.000412036
Nebraska,1952,0.002096887
Nebraska,1953,0.001796222
Nebraska,1954,0.001892169
Nebraska,1955,0.000121497
Nebraska,1956,0.001813765
Nebraska,1957,0.000168964
Nebraska,1958,0.001079561
